timestamp,close
2024-05-04 14:00:00,0.02589
2024-05-04 15:00:00,0.02593
2024-05-04 16:00:00,0.02589
2024-05-04 17:00:00,0.02583
2024-05-04 18:00:00,0.02612
2024-05-04 19:00:00,0.02625
2024-05-04 20:00:00,0.02613
2024-05-04 21:00:00,0.02598
2024-05-04 22:00:00,0.02583
2024-05-04 23:00:00,0.02579
2024-05-05 00:00:00,0.0257
2024-05-05 01:00:00,0.02539
2024-05-05 02:00:00,0.02537
2024-05-05 03:00:00,0.02548
2024-05-05 04:00:00,0.02547
2024-05-05 05:00:00,0.02528
2024-05-05 06:00:00,0.02536
2024-05-05 07:00:00,0.02564
2024-05-05 08:00:00,0.02572
2024-05-05 09:00:00,0.02565
2024-05-05 10:00:00,0.02548
2024-05-05 11:00:00,0.02575
2024-05-05 12:00:00,0.02557
2024-05-05 13:00:00,0.02571
2024-05-05 14:00:00,0.02609
2024-05-05 15:00:00,0.02647
2024-05-05 16:00:00,0.02649
2024-05-05 17:00:00,0.02661
2024-05-05 18:00:00,0.0266
2024-05-05 19:00:00,0.02676
2024-05-05 20:00:00,0.02666
2024-05-05 21:00:00,0.02643
2024-05-05 22:00:00,0.02653
2024-05-05 23:00:00,0.02657
2024-05-06 00:00:00,0.02679
2024-05-06 01:00:00,0.02675
2024-05-06 02:00:00,0.02668
2024-05-06 03:00:00,0.02638
2024-05-06 04:00:00,0.02637
2024-05-06 05:00:00,0.02673
2024-05-06 06:00:00,0.02677
2024-05-06 07:00:00,0.0269
2024-05-06 08:00:00,0.02724
2024-05-06 09:00:00,0.02746
2024-05-06 10:00:00,0.0267
2024-05-06 11:00:00,0.02692
2024-05-06 12:00:00,0.02625
2024-05-06 13:00:00,0.02677
2024-05-06 14:00:00,0.02624
2024-05-06 15:00:00,0.02634
2024-05-06 16:00:00,0.02597
2024-05-06 17:00:00,0.02605
2024-05-06 18:00:00,0.0262
2024-05-06 19:00:00,0.02615
2024-05-06 20:00:00,0.02626
2024-05-06 21:00:00,0.02621
2024-05-06 22:00:00,0.02603
2024-05-06 23:00:00,0.02583
2024-05-07 00:00:00,0.02594
2024-05-07 01:00:00,0.02615
2024-05-07 02:00:00,0.02613
2024-05-07 03:00:00,0.02563
2024-05-07 04:00:00,0.02574
2024-05-07 05:00:00,0.02557
2024-05-07 06:00:00,0.02551
2024-05-07 07:00:00,0.02552
2024-05-07 08:00:00,0.026
2024-05-07 09:00:00,0.02595
2024-05-07 10:00:00,0.02601
2024-05-07 11:00:00,0.02567
2024-05-07 12:00:00,0.02584
2024-05-07 13:00:00,0.02567
2024-05-07 14:00:00,0.02634
2024-05-07 15:00:00,0.02624
2024-05-07 16:00:00,0.02785
2024-05-07 17:00:00,0.02805
2024-05-07 18:00:00,0.02731
2024-05-07 19:00:00,0.0267
2024-05-07 20:00:00,0.02663
2024-05-07 21:00:00,0.02651
2024-05-07 22:00:00,0.02613
2024-05-07 23:00:00,0.02543
